account_id,variant,mql_conversion_rate,engagement_score_delta,cost_per_mql,unsubscribe_rate,industry,company_size,region,engagement_tier
CH00015923-977203,email_only,1,-4.75,70.36,0,Healthcare,SMB,LATAM,High
CH00015924-4808a1,email_only,0,-2.16,160.16,0,Manufacturing,Mid-Market,APAC,Medium
CH00015925-4c04b5,email_only,0,-3.79,117.14,0,Finance,SMB,North America,Medium
CH00015926-8938b2,email_only,0,-0.96,126.12,0,Finance,SMB,APAC,Low
CH00015927-21891e,email_only,0,7.98,81.81,0,Finance,SMB,North America,Low
CH00015928-e672c6,email_only,0,-2.21,157.97,0,Healthcare,SMB,APAC,Low
CH00015929-2cadc2,email_only,1,-4.06,90.68,0,Technology,Mid-Market,North America,High
CH00015930-52bc52,email_only,0,-5.61,94.11,0,Retail,SMB,LATAM,Medium
CH00015931-973335,email_only,0,-2.79,133.68,0,Healthcare,Mid-Market,EMEA,High
CH00015932-8bae7f,email_only,0,-2.82,114.05,0,Healthcare,SMB,EMEA,Medium
CH00015933-b950b0,email_only,0,0.2,112.87,0,Retail,Mid-Market,North America,Low
CH00015934-8b33d8,email_only,0,2.63,101.07,0,Healthcare,Mid-Market,EMEA,Medium
CH00015935-c2d66e,email_only,0,1.18,162.6,0,Healthcare,Enterprise,North America,High
CH00015936-925f0f,email_only,0,5.02,151.45,0,Finance,SMB,North America,Low
CH00015937-ef75b6,email_only,0,6.64,122.28,0,Technology,Enterprise,LATAM,Medium
CH00015938-eeb9ad,email_only,0,-3.92,148.31,0,Healthcare,Enterprise,North America,Medium
CH00015939-6884cd,email_only,0,-2.24,111.53,0,Technology,SMB,North America,Medium
CH00015940-2bfcd9,email_only,0,4.4,91.55,0,Manufacturing,SMB,North America,Medium
CH00015941-f3d6b1,email_only,0,9.99,102.52,0,Retail,Enterprise,EMEA,Medium
CH00015942-7d3fd3,email_only,0,5.08,96.31,0,Manufacturing,SMB,North America,Low
CH00015943-35bb56,email_only,0,-0.95,141.15,0,Technology,Enterprise,EMEA,Medium
CH00015944-67c1d6,email_only,0,-7.76,123.68,0,Manufacturing,Enterprise,APAC,Medium
CH00015945-31d9ae,email_only,0,5.89,170.54,0,Technology,Mid-Market,EMEA,High
CH00015946-397099,email_only,0,0.05,125.23,0,Technology,Mid-Market,APAC,Low
CH00015947-a47f25,email_only,0,1.6,122.03,0,Technology,Enterprise,North America,Low
CH00015948-ce554c,email_only,0,1.66,157.01,0,Finance,SMB,APAC,Medium
CH00015949-75f26e,email_only,0,-5.34,100.43,0,Retail,Mid-Market,North America,Medium
CH00015950-ebfc57,email_only,0,-7.44,191.4,0,Manufacturing,Mid-Market,APAC,Medium
CH00015951-3f519e,email_only,0,1.05,74.99,0,Manufacturing,SMB,North America,Medium
CH00015952-cd4d39,email_only,0,4.5,154.01,0,Finance,SMB,North America,High
CH00015953-76c906,email_only,0,0.5,103.08,0,Technology,SMB,North America,High
CH00015954-d45c98,email_only,0,-3.61,107.39,0,Finance,SMB,APAC,Medium
CH00015955-3cb596,email_only,0,-5.04,99.44,0,Finance,Mid-Market,North America,High
CH00015956-2c6413,email_only,0,5.88,95.49,0,Technology,Mid-Market,North America,Medium
CH00015957-9b863c,email_only,0,-8.41,123.42,0,Manufacturing,Mid-Market,North America,High
CH00015958-823d7c,email_only,0,0.6,85.37,0,Technology,Mid-Market,LATAM,Low
CH00015959-a43404,email_only,0,4.23,116.69,0,Retail,SMB,North America,High
CH00015960-28d355,email_only,0,-7.22,101.95,0,Retail,SMB,LATAM,Low
CH00015961-24c54e,email_only,1,-7.02,134.5,0,Retail,SMB,North America,Medium
CH00015962-979771,email_only,0,2.63,103.28,0,Technology,Mid-Market,LATAM,Low
CH00015963-f31cd3,email_only,0,-3.63,89.64,0,Manufacturing,Enterprise,APAC,Medium
CH00015964-2d8f5d,email_only,0,-0.59,135.74,0,Finance,Enterprise,North America,High
CH00015965-2ed327,email_only,0,2.89,114.66,0,Healthcare,SMB,North America,Low
CH00015966-837809,email_only,0,-2.9,60.74,0,Technology,Mid-Market,North America,Low
CH00015967-412e99,email_only,0,3.77,167.87,0,Retail,SMB,APAC,Low
CH00015968-391c17,email_only,1,-1.58,110.72,0,Technology,SMB,LATAM,Medium
CH00015969-6ec5f0,email_only,0,-3.76,113.9,0,Manufacturing,Mid-Market,EMEA,High
CH00015970-7104ae,email_only,0,1.81,87.09,0,Retail,Mid-Market,North America,Medium
CH00015971-c6eab1,email_only,0,3.27,144.97,0,Technology,Mid-Market,EMEA,High
CH00015972-799f95,email_only,0,2.06,135.59,0,Retail,SMB,EMEA,Medium
CH00015973-d2d8d2,email_only,0,12.0,131.43,0,Technology,Enterprise,North America,Low
CH00015974-8eb03d,email_only,0,2.9,136.33,0,Technology,Mid-Market,EMEA,Medium
CH00015975-f60bf2,email_only,0,-8.52,99.66,0,Finance,Enterprise,North America,Medium
CH00015976-5e37b0,email_only,0,1.85,85.43,0,Technology,Mid-Market,EMEA,Medium
CH00015977-67e96f,email_only,0,5.51,105.22,0,Healthcare,SMB,APAC,Low
CH00015978-568957,email_only,0,3.19,92.74,0,Finance,Mid-Market,EMEA,Medium
CH00015979-e4c2ea,email_only,0,8.93,111.84,0,Finance,Enterprise,EMEA,Low
CH00015980-809f03,email_only,0,-2.86,106.16,0,Manufacturing,Mid-Market,North America,Low
CH00015981-bf8e96,email_only,0,0.26,115.71,0,Technology,Mid-Market,North America,High
CH00015982-44ea2a,email_only,0,7.32,70.6,0,Retail,Mid-Market,North America,Low
CH00015983-905f60,email_only,0,-1.45,123.39,0,Retail,SMB,North America,High
CH00015984-19ce70,email_only,0,-5.8,161.22,0,Finance,Mid-Market,APAC,Low
CH00015985-1d56ab,email_only,0,0.03,168.38,0,Healthcare,Mid-Market,North America,Medium
CH00015986-9d4b1f,email_only,0,4.37,92.73,0,Retail,Mid-Market,North America,Low
CH00015987-c89c38,email_only,0,-1.22,163.76,0,Technology,SMB,North America,Low
CH00015988-d7f825,email_only,0,-2.11,114.24,0,Retail,SMB,EMEA,Low
CH00015989-f19a09,email_only,0,4.28,157.01,0,Retail,Enterprise,APAC,Low
CH00015990-fa629e,email_only,0,-4.74,138.76,0,Healthcare,Mid-Market,North America,High
CH00015991-3a8068,email_only,0,6.25,111.71,0,Technology,Mid-Market,EMEA,Medium
CH00015992-df5a5f,email_only,0,3.83,147.1,0,Retail,SMB,EMEA,Low
CH00015993-fe8a84,email_only,0,0.02,91.92,0,Technology,SMB,North America,Medium
CH00015994-421cad,email_only,0,3.79,145.76,0,Technology,Enterprise,North America,Medium
CH00015995-d7f00e,email_only,0,-7.08,109.66,0,Technology,Mid-Market,North America,Low
CH00015996-c0dc96,email_only,0,4.16,163.45,0,Technology,SMB,EMEA,Low
CH00015997-1a8215,email_only,0,-6.0,81.91,0,Technology,Enterprise,North America,Low
CH00015998-283e4f,email_only,0,1.68,175.94,0,Technology,Enterprise,APAC,Low
CH00015999-37d803,email_only,0,-5.14,91.14,0,Healthcare,Enterprise,North America,Medium
CH00016000-56290e,email_only,0,-0.23,138.72,0,Retail,Mid-Market,EMEA,Medium
CH00016001-c7a128,email_only,0,-1.88,156.67,0,Finance,Enterprise,North America,Low
CH00016002-379203,email_only,0,5.12,145.76,0,Retail,Mid-Market,North America,Low
CH00016003-3fd382,email_only,0,9.98,133.58,0,Manufacturing,SMB,North America,Low
CH00016004-57b4cf,email_only,0,11.38,185.42,0,Finance,Mid-Market,APAC,Low
CH00016005-a0b925,email_only,1,4.5,161.3,0,Healthcare,Enterprise,EMEA,Medium
CH00016006-298c6b,email_only,0,3.52,145.76,0,Finance,SMB,North America,Medium
CH00016007-5cd530,email_only,0,-2.42,91.6,0,Technology,Enterprise,EMEA,Medium
CH00016008-2926c0,email_only,0,3.84,126.03,0,Healthcare,Mid-Market,EMEA,Medium
CH00016009-5a2b9c,email_only,0,8.27,105.47,0,Healthcare,SMB,EMEA,Medium
CH00016010-a2ac4b,email_only,0,2.18,136.45,0,Finance,SMB,North America,Low
CH00016011-a794b7,email_only,0,-0.69,63.0,0,Healthcare,Enterprise,LATAM,Low
CH00016012-f9bbc7,email_only,0,-2.51,136.76,0,Finance,SMB,North America,Medium
CH00016013-3d9519,email_only,1,-1.23,111.03,0,Retail,Mid-Market,EMEA,Low
CH00016014-7fcc1c,email_only,0,0.08,93.18,0,Technology,Enterprise,EMEA,Medium
CH00016015-f55f6d,email_only,0,-0.54,90.95,0,Finance,SMB,APAC,High
CH00016016-c03f26,email_only,0,-1.04,146.6,0,Technology,Mid-Market,North America,Medium
CH00016017-4dfc1a,email_only,0,-1.17,89.03,0,Healthcare,Enterprise,APAC,Medium
CH00016018-2814aa,email_only,0,-3.73,113.92,0,Manufacturing,Mid-Market,EMEA,Medium
CH00016019-d39b71,email_only,0,6.93,57.21,0,Retail,Mid-Market,EMEA,Medium
CH00016020-334d00,email_only,0,-10.18,159.38,0,Technology,Enterprise,EMEA,Medium
CH00016021-83485b,email_only,0,-1.96,93.73,0,Retail,Mid-Market,APAC,Medium
CH00016022-77ec0a,email_only,0,-2.36,99.82,0,Technology,Mid-Market,North America,High
CH00016023-d4bfdf,email_only,0,-8.12,109.8,0,Retail,SMB,EMEA,Low
CH00016024-476f62,email_only,0,3.62,113.28,0,Finance,Mid-Market,North America,Medium
CH00016025-e89abb,email_only,0,0.76,146.88,0,Finance,Enterprise,North America,Medium
CH00016026-d0cbb6,email_only,0,-3.53,160.53,0,Retail,Mid-Market,North America,Medium
CH00016027-fe2b2c,email_only,0,2.18,141.96,0,Healthcare,Enterprise,EMEA,High
CH00016028-208506,email_only,0,8.92,175.45,0,Retail,Enterprise,EMEA,High
CH00016029-561cac,email_only,0,-2.38,148.73,0,Retail,Enterprise,North America,Medium
CH00016030-4c84e6,email_only,0,-6.83,120.79,0,Finance,Enterprise,EMEA,Low
CH00016031-be0f38,email_only,0,13.64,74.95,0,Technology,SMB,EMEA,High
CH00016032-11b79c,email_only,0,-3.84,155.38,0,Retail,SMB,North America,Medium
CH00016033-956d65,email_only,0,3.7,150.99,0,Technology,Mid-Market,North America,Medium
CH00016034-d39f1e,email_only,0,-0.29,158.3,0,Retail,Enterprise,North America,Medium
CH00016035-e04735,email_only,0,-2.57,76.02,0,Finance,SMB,North America,Low
CH00016036-6be9cd,email_only,0,4.16,115.19,0,Finance,SMB,North America,Medium
CH00016037-d7d511,email_only,0,-7.08,183.57,0,Finance,SMB,North America,Low
CH00016038-a69d9a,email_only,0,5.61,136.97,0,Manufacturing,Enterprise,North America,Medium
CH00016039-6335fe,email_only,0,-4.85,101.91,0,Finance,Mid-Market,EMEA,Medium
CH00016040-f97ebc,email_only,0,10.41,110.26,0,Healthcare,Enterprise,North America,Medium
CH00016041-c79b82,email_only,0,-8.04,117.65,0,Technology,Enterprise,North America,Medium
CH00016042-7c0595,email_only,0,3.47,114.72,0,Technology,Mid-Market,North America,Medium
CH00016043-25cdfc,email_only,0,-2.55,128.84,0,Technology,SMB,North America,Medium
CH00016044-70ec44,email_only,0,3.33,109.17,0,Healthcare,SMB,LATAM,Medium
CH00016045-42cc34,email_only,0,1.38,66.06,0,Finance,Mid-Market,North America,Medium
CH00016046-5ab04e,email_only,0,6.31,146.29,0,Healthcare,Enterprise,EMEA,Medium
CH00016047-4a1cf7,email_only,0,-5.84,72.13,0,Healthcare,Mid-Market,North America,Medium
CH00016048-5ef15e,email_only,0,0.71,117.46,0,Healthcare,SMB,North America,Medium
CH00016049-fa0fc9,email_only,0,-3.26,117.58,0,Technology,SMB,APAC,Medium
CH00016050-1bdde9,email_only,0,-6.58,88.22,0,Technology,Enterprise,North America,Medium
CH00016051-52ff4c,email_only,0,4.36,129.14,0,Healthcare,SMB,APAC,Medium
CH00016052-fb149f,email_only,0,-5.59,107.76,0,Healthcare,Enterprise,North America,Low
CH00016053-6134c9,email_only,0,0.84,131.6,0,Technology,SMB,North America,Medium
CH00016054-b6264a,email_only,0,-6.23,101.04,0,Healthcare,Enterprise,North America,Medium
CH00016055-554a50,email_only,0,2.89,106.52,0,Technology,Mid-Market,APAC,Medium
CH00016056-99034a,email_only,0,0.97,182.88,0,Finance,Enterprise,North America,High
CH00016057-46b963,email_only,0,-3.77,116.31,0,Healthcare,Enterprise,North America,Low
CH00016058-1305bd,email_only,0,0.87,111.34,0,Healthcare,Mid-Market,EMEA,Medium
CH00016059-48ffed,email_only,0,-2.04,123.82,0,Healthcare,SMB,APAC,Medium
CH00016060-e62501,email_only,0,3.46,155.09,0,Retail,SMB,North America,High
CH00016061-c89eaa,email_only,0,5.15,126.42,0,Technology,SMB,EMEA,Low
CH00016062-e00402,email_only,0,2.89,138.39,0,Technology,Enterprise,North America,Low
CH00016063-110a34,email_only,0,4.77,74.17,0,Healthcare,Mid-Market,EMEA,Medium
CH00016064-66fe8c,email_only,0,5.54,136.29,0,Finance,SMB,LATAM,Medium
CH00016065-40469a,email_only,0,4.35,194.37,0,Technology,SMB,North America,Low
CH00016066-5ac45e,email_only,0,2.0,116.41,0,Manufacturing,Mid-Market,EMEA,High
CH00016067-72be5c,email_only,0,0.08,98.75,0,Healthcare,SMB,EMEA,Low
CH00016068-92849f,email_only,0,-0.37,74.3,0,Retail,Enterprise,North America,High
CH00016069-209820,email_only,0,-0.2,187.63,0,Retail,Mid-Market,APAC,Low
CH00016070-412877,email_only,0,-3.72,152.98,0,Technology,Mid-Market,EMEA,Medium
CH00016071-ede09a,email_only,0,-9.54,128.35,0,Retail,Mid-Market,EMEA,High
CH00016072-346a4f,email_only,0,-7.43,127.56,0,Finance,Mid-Market,EMEA,Medium
CH00016073-c34e92,email_only,0,2.33,193.86,0,Finance,SMB,North America,Medium
CH00016074-da4840,email_only,0,6.86,90.49,0,Retail,Mid-Market,North America,Low
CH00016075-5e6b6a,email_only,0,0.84,126.36,0,Retail,SMB,APAC,High
CH00016076-31e97c,email_only,0,2.05,91.41,0,Technology,Enterprise,North America,Medium
CH00016077-852229,email_only,0,3.23,162.37,0,Technology,SMB,EMEA,Medium
CH00016078-2308bb,email_only,0,8.04,80.55,0,Healthcare,Mid-Market,North America,Medium
CH00016079-50af15,email_only,0,-1.54,91.91,0,Retail,SMB,EMEA,High
CH00016080-ec450a,email_only,0,6.2,163.58,0,Technology,Mid-Market,APAC,Medium
CH00016081-72bd82,email_only,0,2.33,137.47,0,Technology,Mid-Market,LATAM,High
CH00016082-38d459,email_only,0,3.13,93.09,0,Manufacturing,Mid-Market,North America,High
CH00016083-8677ae,email_only,0,4.52,114.52,0,Healthcare,SMB,North America,Low
CH00016084-eca26e,email_only,0,6.43,181.64,0,Technology,SMB,North America,Medium
CH00016085-602c7e,email_only,0,-0.08,91.2,0,Healthcare,SMB,APAC,Low
CH00016086-38ff18,email_only,0,0.42,111.9,0,Retail,Mid-Market,North America,High
CH00016087-f2a69a,email_only,0,6.15,88.48,0,Finance,Enterprise,North America,Low
CH00016088-8fed74,email_only,0,2.21,164.42,0,Healthcare,Enterprise,EMEA,Medium
CH00016089-75218d,email_only,0,3.92,96.84,0,Retail,SMB,APAC,Low
CH00016090-7402d2,email_only,0,2.84,119.75,0,Technology,Enterprise,LATAM,Medium
CH00016091-c49db5,email_only,0,4.89,138.86,0,Retail,Mid-Market,North America,High
CH00016092-ae8f80,email_only,0,-1.33,135.5,0,Finance,SMB,North America,Medium
CH00016093-9b4b2c,email_only,0,-3.09,149.57,0,Retail,Mid-Market,EMEA,Low
CH00016094-9d7d5c,email_only,0,2.09,113.98,0,Finance,SMB,North America,Medium
CH00016095-ebb82e,email_only,0,-4.29,78.24,0,Retail,Enterprise,North America,Medium
CH00016096-c78754,email_only,0,1.03,153.51,0,Finance,SMB,North America,Medium
CH00016097-709180,email_only,0,-6.56,102.11,0,Manufacturing,Enterprise,North America,High
CH00016098-8f6e90,email_only,0,2.69,173.03,0,Finance,SMB,EMEA,Low
CH00016099-effe86,email_only,0,6.56,104.66,0,Healthcare,SMB,North America,Medium
CH00016100-d3613e,email_only,1,4.44,130.31,0,Finance,Mid-Market,North America,Medium
CH00016101-c8ea7a,email_only,0,-0.05,157.17,0,Manufacturing,Mid-Market,North America,High
CH00016102-dee548,email_only,0,-1.2,141.24,0,Technology,Mid-Market,North America,Medium
CH00016103-ec7a08,email_only,0,-0.73,133.05,0,Retail,SMB,EMEA,High
CH00016104-8458d2,email_only,0,0.43,90.49,0,Finance,SMB,APAC,Medium
CH00016105-dbc233,email_only,0,2.12,100.92,0,Retail,Enterprise,EMEA,Medium
CH00016106-1a9e0b,email_only,0,-3.8,121.35,0,Manufacturing,Enterprise,North America,Medium
CH00016107-2d7e20,email_only,0,1.37,97.44,0,Finance,Enterprise,EMEA,Low
CH00016108-168cb4,email_only,0,2.98,154.37,0,Manufacturing,SMB,North America,Low
CH00016109-853098,email_only,0,-8.18,111.91,0,Retail,SMB,EMEA,Medium
CH00016110-d178d6,email_only,0,1.19,171.53,0,Technology,Mid-Market,APAC,Low
CH00016111-2329b8,email_only,0,3.26,138.16,0,Technology,Mid-Market,North America,Low
CH00016112-e5ff25,email_only,0,5.75,155.82,0,Finance,Mid-Market,EMEA,High
CH00016113-7047ab,email_only,0,-6.13,113.04,0,Technology,Enterprise,North America,Medium
CH00016114-a514de,email_only,0,1.29,102.16,0,Retail,Mid-Market,North America,Medium
CH00016115-16555a,email_only,0,-1.96,174.05,0,Manufacturing,Mid-Market,North America,Medium
CH00016116-8e5228,email_only,0,3.01,234.81,0,Manufacturing,Enterprise,APAC,Low
CH00016117-8f1bec,email_only,0,0.59,122.35,0,Manufacturing,Enterprise,North America,Medium
CH00016118-d65906,email_only,0,3.26,159.77,0,Technology,Mid-Market,North America,High
CH00016119-1a64fe,email_only,0,-3.51,123.92,0,Healthcare,Enterprise,North America,Medium
CH00016120-fe6dfa,email_only,0,-2.14,114.43,0,Retail,SMB,EMEA,Medium
CH00016121-e6a7d5,email_only,0,-3.45,116.95,0,Retail,Mid-Market,North America,Low
CH00016122-bc3ae1,email_only,0,1.88,108.16,0,Finance,Enterprise,North America,Medium
CH00016123-658b7b,email_only,0,-1.97,83.73,0,Retail,SMB,North America,Medium
CH00016124-ebc36b,email_only,0,-0.94,121.57,0,Manufacturing,Enterprise,North America,Medium
CH00016125-cc53f2,email_only,0,-3.95,142.66,0,Healthcare,SMB,EMEA,Low
CH00016126-64a02e,email_only,0,-4.71,90.86,0,Finance,SMB,North America,Medium
CH00016127-1e0d6e,email_only,0,-5.87,116.79,0,Technology,Enterprise,North America,Medium
CH00016128-d7f532,email_only,1,-6.05,132.7,0,Technology,SMB,North America,Low
CH00016129-377722,email_only,0,4.19,115.88,0,Finance,SMB,North America,Medium
CH00016130-eafbf0,email_only,0,4.95,97.72,0,Technology,SMB,North America,Medium
CH00016131-35e034,email_only,0,0.05,149.19,0,Healthcare,SMB,EMEA,Medium
CH00016132-66ea26,email_only,0,5.63,92.26,0,Technology,SMB,LATAM,Low
CH00016133-aaba67,email_only,0,6.39,127.76,0,Finance,Mid-Market,North America,High
CH00016134-46c54a,email_only,0,0.58,109.88,0,Technology,Mid-Market,North America,High
CH00016135-45e3f2,email_only,0,5.71,125.31,0,Technology,Enterprise,North America,High
CH00016136-5d5e55,email_only,0,-6.0,157.6,0,Finance,Enterprise,North America,Medium
CH00016137-1677d6,email_only,0,-10.48,98.41,0,Healthcare,Enterprise,North America,Low
CH00016138-52cab7,email_only,0,-13.47,150.62,0,Technology,SMB,EMEA,Medium
CH00016139-df8623,email_only,0,-7.22,95.7,0,Manufacturing,SMB,North America,High
CH00016140-816eeb,email_only,0,6.33,134.28,0,Manufacturing,Enterprise,North America,High
CH00016141-1ce146,email_only,0,-2.01,106.99,0,Retail,Mid-Market,APAC,Low
CH00016142-509224,email_only,0,-5.79,89.16,0,Technology,Enterprise,North America,Medium
CH00016143-1e11aa,email_only,0,-4.0,113.66,0,Healthcare,Enterprise,North America,Medium
CH00016144-2d0883,email_only,0,13.08,105.99,0,Retail,Mid-Market,EMEA,High
CH00016145-1fcfef,email_only,0,6.78,96.25,0,Manufacturing,SMB,LATAM,Medium
CH00016146-e6cae7,email_only,0,-3.75,123.98,0,Finance,SMB,APAC,Medium
CH00016147-ba1ef5,email_only,0,2.89,92.96,0,Manufacturing,SMB,LATAM,Medium
CH00016148-e02990,email_only,0,-1.47,89.74,0,Technology,Enterprise,EMEA,Medium
CH00016149-574a2e,email_only,0,0.26,109.91,0,Technology,Enterprise,North America,Low
CH00016150-ee153a,email_only,0,4.26,75.52,0,Retail,SMB,North America,Medium
CH00016151-f5caa5,email_only,0,-4.01,106.77,0,Retail,SMB,North America,Medium
CH00016152-f00b71,email_only,0,3.49,124.5,0,Technology,SMB,North America,Low
CH00016153-33cdf4,email_only,0,0.99,119.65,0,Retail,Mid-Market,APAC,Medium
CH00016154-353918,email_only,0,-1.3,103.67,0,Finance,Mid-Market,APAC,Low
CH00016155-f60bdd,email_only,0,7.72,148.47,0,Retail,SMB,EMEA,Medium
CH00016156-1cb85b,email_only,0,-2.08,121.57,0,Technology,Mid-Market,LATAM,Medium
CH00016157-95de25,email_only,0,4.03,121.49,0,Manufacturing,Enterprise,EMEA,Medium
CH00016158-727bd3,email_only,0,-3.15,101.41,0,Finance,Enterprise,LATAM,Low
CH00016159-e2dbe1,email_only,0,-0.2,146.77,0,Healthcare,SMB,EMEA,Low
CH00016160-8cdd61,email_only,0,1.58,71.56,0,Technology,Enterprise,EMEA,Low
CH00016161-c44b65,email_only,0,-3.76,136.05,0,Finance,SMB,North America,Medium
CH00016162-cebd8b,email_only,0,-2.0,78.31,0,Finance,Enterprise,LATAM,Medium
CH00016163-5b0105,email_only,0,-1.44,199.16,0,Manufacturing,Enterprise,North America,High
CH00016164-fb228e,email_only,0,8.01,135.91,0,Finance,Enterprise,LATAM,High
CH00016165-a0ea39,email_only,0,-1.3,126.2,0,Technology,SMB,APAC,Medium
CH00016166-bd9338,email_only,0,2.03,110.86,0,Technology,Mid-Market,North America,Low
CH00016167-dcd20b,email_only,0,4.03,94.14,0,Technology,Mid-Market,EMEA,Medium
CH00016168-c3bb76,email_only,0,-1.72,228.83,0,Technology,Mid-Market,EMEA,Low
CH00016169-f598f3,email_only,0,-2.71,132.57,0,Finance,SMB,APAC,High
CH00016170-effba9,email_only,0,-1.51,84.01,0,Technology,Mid-Market,APAC,Medium
CH00016171-682583,email_only,0,-5.96,140.02,0,Retail,SMB,LATAM,Low
CH00016172-79b0be,email_only,0,-3.26,133.29,0,Healthcare,SMB,North America,Low
CH00016173-7a30bc,email_only,0,8.51,88.05,0,Manufacturing,Enterprise,APAC,High
CH00016174-1f5afd,email_only,0,2.31,190.12,0,Finance,SMB,LATAM,Medium
CH00016175-35560e,email_only,0,-12.77,178.45,0,Technology,Enterprise,EMEA,High
CH00016176-2a1a70,email_only,0,0.64,94.25,0,Manufacturing,Mid-Market,APAC,High
CH00016177-f9a919,email_only,0,-7.64,150.64,0,Manufacturing,Mid-Market,APAC,Medium
CH00016178-c053ad,email_only,0,4.01,166.2,0,Healthcare,Mid-Market,EMEA,High
CH00016179-1608b9,email_only,0,0.1,87.18,0,Healthcare,SMB,APAC,Low
CH00016180-5564f0,email_only,0,-10.47,141.59,0,Retail,Enterprise,APAC,High
CH00016181-fb3c10,email_only,0,2.08,196.01,0,Finance,Mid-Market,APAC,High
CH00016182-b775ca,email_only,0,0.7,95.22,0,Healthcare,Enterprise,North America,Low
CH00016183-fbdc14,email_only,0,-5.66,134.46,0,Technology,SMB,EMEA,Medium
CH00016184-85f562,email_only,0,2.91,96.53,0,Retail,Enterprise,North America,Low
CH00016185-7e3d6c,email_only,0,4.71,109.23,0,Technology,Mid-Market,APAC,Medium
CH00016186-b9b17c,email_only,0,-4.22,113.6,0,Finance,Enterprise,North America,Low
CH00016187-556daf,email_only,1,-2.1,98.43,0,Retail,Enterprise,APAC,Medium
CH00016188-4679e9,email_only,1,0.93,167.6,0,Technology,Mid-Market,EMEA,Low
CH00016189-e2bebf,email_only,0,-0.54,150.68,0,Healthcare,Mid-Market,EMEA,Low
CH00016190-66dc6e,email_only,0,-6.14,113.39,0,Healthcare,Mid-Market,North America,Low
CH00016191-b2ab0c,email_only,0,3.01,135.32,0,Healthcare,SMB,EMEA,Medium
CH00016192-e57ab7,email_only,0,7.1,129.97,0,Manufacturing,SMB,North America,High
CH00016193-5544db,email_only,0,-6.87,154.41,0,Manufacturing,SMB,APAC,Low
CH00016194-924806,email_only,0,2.14,147.52,0,Healthcare,SMB,LATAM,High
CH00016195-ee2145,email_only,0,5.85,107.64,0,Finance,Mid-Market,APAC,Medium
CH00016196-87fb97,email_only,0,-3.87,115.69,0,Retail,SMB,North America,Medium
CH00016197-3dca5b,email_only,0,-2.68,106.74,0,Manufacturing,Mid-Market,North America,Medium
CH00016198-3f2c0b,email_only,0,-0.11,98.24,0,Retail,SMB,EMEA,Low
CH00016199-c2a380,email_only,0,6.46,174.07,0,Healthcare,Enterprise,North America,High
CH00016200-6ef597,email_only,0,-3.63,110.14,0,Retail,Mid-Market,APAC,Low
CH00016201-90435e,email_only,0,3.02,158.37,0,Retail,SMB,North America,Low
CH00016202-b53d05,email_only,0,-3.98,152.25,0,Healthcare,Enterprise,LATAM,Medium
CH00016203-eb3810,email_only,0,-0.67,146.92,0,Finance,Mid-Market,EMEA,Medium
CH00016204-99d868,email_only,0,3.34,79.94,0,Technology,SMB,EMEA,Low
CH00016205-c0314a,email_only,0,6.6,129.82,0,Finance,Mid-Market,North America,Medium
CH00016206-21290f,email_only,0,4.72,165.74,0,Finance,Enterprise,North America,High
CH00016207-1f1b7c,email_only,0,7.5,89.81,0,Healthcare,SMB,North America,Low
CH00016208-a85f29,email_only,0,4.48,108.27,0,Technology,Enterprise,LATAM,Low
CH00016209-6836a8,email_only,0,-1.85,160.84,0,Finance,Mid-Market,North America,Low
CH00016210-ce4843,email_only,0,-2.42,108.15,0,Healthcare,Mid-Market,EMEA,High
CH00016211-f85e71,email_only,0,4.98,121.76,0,Healthcare,Mid-Market,North America,Low
CH00016212-6ebb92,email_only,0,2.16,155.97,0,Healthcare,Enterprise,North America,Medium
CH00016213-2fd55c,email_only,0,4.63,117.88,0,Healthcare,SMB,North America,Low
CH00016214-44081b,email_only,1,1.66,89.46,0,Healthcare,Enterprise,EMEA,Medium
CH00016215-eeb54b,email_only,0,2.07,194.25,0,Healthcare,Mid-Market,North America,Low
CH00016216-a18ccc,email_only,0,-4.1,118.9,0,Technology,Enterprise,EMEA,High
CH00016217-56582d,email_only,0,-1.79,162.35,0,Technology,Mid-Market,EMEA,Medium
CH00016218-387aaf,email_only,0,-2.32,134.09,0,Finance,SMB,North America,Medium
CH00016219-57d133,email_only,1,1.75,109.31,0,Retail,Mid-Market,North America,High
CH00016220-8b7dd0,email_only,0,-13.87,135.96,0,Technology,Enterprise,North America,Low
CH00016221-315ed9,email_only,0,7.5,162.48,0,Technology,SMB,North America,Low
CH00016222-d239ea,email_only,0,4.12,141.15,0,Manufacturing,SMB,EMEA,High
CH00016223-bdc94d,email_only,0,-4.46,155.01,0,Technology,Enterprise,EMEA,High
CH00016224-683c54,email_only,0,-1.66,116.18,0,Finance,Mid-Market,North America,Medium
CH00016225-584c59,email_only,0,-2.88,110.81,0,Healthcare,Mid-Market,North America,Medium
CH00016226-ff9d15,email_only,0,-2.0,71.18,0,Technology,Enterprise,LATAM,Medium
CH00016227-fe018a,email_only,0,-9.44,113.13,0,Healthcare,Enterprise,North America,Medium
CH00016228-d88ed0,email_only,0,-5.79,107.24,0,Finance,SMB,EMEA,Low
CH00016229-2e9334,email_only,0,3.44,115.52,0,Healthcare,Enterprise,North America,Medium
CH00016230-2be0c6,email_only,0,-0.61,113.25,0,Retail,Mid-Market,North America,Medium
