contact_id,variant,open_rate,click_rate,conversion_rate,unsubscribe_rate,spam_complaint_rate,day_of_week,assignment_date,industry,company_size,region,engagement_tier
C00027305-94bde2,treatment,0,0,0,0,0,4,2025-10-03,Technology,SMB,North America,Medium
C00027306-d15128,treatment,1,0,0,0,0,1,2025-09-23,Finance,Mid-Market,North America,Medium
C00027307-5fb8f3,treatment,0,0,0,0,0,4,2025-09-26,Retail,Mid-Market,North America,Medium
C00027308-a2126f,treatment,0,0,0,0,0,0,2025-10-13,Manufacturing,Enterprise,EMEA,Medium
C00027309-47a440,treatment,1,0,0,0,0,1,2025-09-23,Manufacturing,Mid-Market,EMEA,Medium
C00027310-f19313,treatment,0,0,0,0,0,2,2025-09-17,Technology,Enterprise,North America,Medium
C00027311-8bef20,treatment,0,0,0,0,0,0,2025-09-22,Technology,Enterprise,APAC,High
C00027312-60286b,treatment,0,0,0,0,0,2,2025-10-08,Retail,Enterprise,North America,High
C00027313-ae2a35,treatment,0,0,0,0,0,4,2025-09-19,Healthcare,Mid-Market,EMEA,Medium
C00027314-a06a44,treatment,1,0,0,0,0,0,2025-09-22,Technology,Mid-Market,North America,Medium
C00027315-696344,treatment,0,0,0,0,0,4,2025-09-26,Technology,Enterprise,North America,Low
C00027316-1bf547,treatment,0,0,0,0,0,5,2025-09-27,Healthcare,Mid-Market,North America,Medium
C00027317-5a6ed3,treatment,0,0,0,0,0,1,2025-10-14,Healthcare,Enterprise,North America,High
C00027318-1b8730,treatment,0,0,1,0,0,4,2025-10-03,Finance,Mid-Market,North America,Medium
C00027319-50b278,treatment,0,0,0,0,0,6,2025-10-12,Healthcare,Enterprise,North America,Medium
C00027320-a6dcd1,treatment,0,0,0,0,0,4,2025-09-26,Technology,Enterprise,EMEA,High
C00027321-6f7785,treatment,0,0,0,0,0,0,2025-10-13,Technology,Mid-Market,APAC,Medium
C00027322-500112,treatment,0,0,0,0,0,4,2025-09-19,Finance,Mid-Market,North America,High
C00027323-297c8d,treatment,1,0,0,0,0,3,2025-09-18,Retail,SMB,EMEA,Medium
C00027324-c89752,treatment,1,0,0,0,0,1,2025-09-16,Finance,SMB,APAC,Medium
C00027325-929911,treatment,1,0,0,0,0,4,2025-09-19,Finance,SMB,North America,Medium
C00027326-288c52,treatment,0,1,0,0,0,6,2025-10-05,Finance,Enterprise,North America,Medium
C00027327-91a2c3,treatment,0,0,0,0,0,5,2025-09-20,Finance,Mid-Market,North America,Low
C00027328-974a47,treatment,0,0,0,0,0,2,2025-10-01,Finance,Enterprise,North America,Low
C00027329-c6e93f,treatment,0,0,0,0,0,1,2025-10-07,Finance,Mid-Market,North America,Medium
C00027330-e7bd65,treatment,0,0,0,0,0,0,2025-09-22,Technology,Mid-Market,EMEA,Low
C00027331-98bf17,treatment,0,0,0,0,0,0,2025-09-22,Technology,Mid-Market,APAC,High
C00027332-2fe564,treatment,0,0,0,0,0,0,2025-09-15,Technology,Enterprise,EMEA,Low
C00027333-906eb4,treatment,0,1,0,0,0,3,2025-09-25,Healthcare,Enterprise,North America,High
C00027334-5e0f09,treatment,0,0,0,0,0,1,2025-10-07,Finance,Enterprise,EMEA,High
C00027335-10739c,treatment,0,0,0,0,0,4,2025-10-10,Retail,SMB,EMEA,High
C00027336-b23aba,treatment,0,0,0,0,0,3,2025-09-18,Manufacturing,SMB,APAC,Low
C00027337-aef7ee,treatment,0,0,0,0,0,2,2025-10-01,Finance,Enterprise,North America,Medium
C00027338-89128d,treatment,0,0,0,0,0,1,2025-10-07,Healthcare,Mid-Market,EMEA,Low
C00027339-6538f9,treatment,0,0,0,0,0,0,2025-09-22,Healthcare,SMB,APAC,Medium
C00027340-3b893a,treatment,0,0,0,0,0,3,2025-10-09,Technology,Mid-Market,North America,Medium
C00027341-9e349e,treatment,0,0,0,0,0,6,2025-09-21,Technology,Mid-Market,North America,Medium
C00027342-47bab1,treatment,1,0,0,0,0,6,2025-09-28,Healthcare,Enterprise,EMEA,Medium
C00027343-1856df,treatment,0,0,0,0,0,0,2025-09-22,Finance,Mid-Market,North America,Low
C00027344-bd1e69,treatment,0,0,0,0,0,0,2025-09-29,Finance,Enterprise,APAC,Low
C00027345-89cd3d,treatment,0,0,0,0,0,1,2025-09-23,Retail,SMB,North America,Medium
C00027346-f09cca,treatment,1,0,0,0,0,3,2025-10-09,Finance,SMB,North America,Low
C00027347-c47028,treatment,0,0,0,0,0,6,2025-09-28,Technology,SMB,North America,Low
C00027348-38f2bf,treatment,0,0,0,0,0,2,2025-10-01,Technology,SMB,EMEA,Low
C00027349-fe6950,treatment,0,0,0,0,0,3,2025-09-25,Technology,Enterprise,EMEA,High
C00027350-95ae09,treatment,0,0,0,0,0,1,2025-09-23,Healthcare,SMB,EMEA,Medium
C00027351-7ff9f2,treatment,0,0,0,0,0,6,2025-10-05,Finance,SMB,North America,Medium
C00027352-56c384,treatment,1,0,0,0,0,2,2025-10-01,Technology,Mid-Market,North America,Medium
C00027353-aef73e,treatment,0,0,0,0,0,5,2025-10-04,Healthcare,Mid-Market,EMEA,Low
C00027354-3beb0e,treatment,0,0,0,0,0,0,2025-09-22,Finance,Mid-Market,EMEA,Low
C00027355-a45c3a,treatment,1,0,0,0,0,2,2025-09-24,Manufacturing,SMB,LATAM,Medium
C00027356-bed113,treatment,1,0,0,0,0,5,2025-09-27,Finance,SMB,APAC,Medium
C00027357-c5633c,treatment,0,0,0,0,0,6,2025-10-05,Finance,SMB,APAC,Low
C00027358-5f740b,treatment,1,0,0,0,0,6,2025-09-28,Technology,SMB,North America,Medium
C00027359-941f64,treatment,1,0,0,0,0,3,2025-10-02,Healthcare,Mid-Market,North America,Medium
C00027360-78e8d5,treatment,0,0,0,0,0,1,2025-10-14,Retail,Mid-Market,APAC,Medium
C00027361-14b8d2,treatment,0,0,0,0,0,5,2025-09-27,Healthcare,Mid-Market,EMEA,Low
C00027362-e30217,treatment,0,0,0,0,0,2,2025-10-08,Technology,Mid-Market,North America,Medium
C00027363-14ed03,treatment,0,0,0,0,0,3,2025-09-18,Finance,Mid-Market,EMEA,Low
C00027364-77e9bf,treatment,0,0,0,0,0,5,2025-09-27,Technology,SMB,EMEA,Medium
C00027365-c4faa9,treatment,0,0,0,0,0,5,2025-09-27,Technology,Enterprise,EMEA,High
C00027366-833734,treatment,0,0,0,0,0,1,2025-09-16,Technology,SMB,North America,Low
C00027367-ad284b,treatment,0,0,0,0,0,2,2025-10-08,Technology,SMB,North America,Medium
C00027368-45e2a7,treatment,0,0,0,0,0,6,2025-09-21,Manufacturing,Enterprise,North America,Low
C00027369-a7dfde,treatment,0,0,0,0,0,0,2025-09-15,Technology,SMB,LATAM,High
C00027370-58b5ef,treatment,0,0,0,0,0,4,2025-10-03,Healthcare,Enterprise,North America,Low
C00027371-93cba9,treatment,0,0,0,0,0,0,2025-10-13,Technology,SMB,North America,Medium
C00027372-b49130,treatment,1,0,0,0,0,5,2025-09-20,Healthcare,Mid-Market,EMEA,Low
C00027373-e9b91a,treatment,0,0,0,0,0,1,2025-09-16,Healthcare,Mid-Market,North America,Low
C00027374-bb8260,treatment,1,0,0,0,0,3,2025-09-18,Technology,SMB,North America,Medium
C00027375-9e9bfb,treatment,0,0,0,0,0,2,2025-10-01,Finance,Enterprise,EMEA,Low
C00027376-73526b,treatment,0,0,0,0,0,2,2025-09-17,Technology,Enterprise,North America,Low
C00027377-979903,treatment,1,0,0,0,0,1,2025-09-30,Technology,SMB,North America,Medium
C00027378-998a2f,treatment,0,0,0,0,0,1,2025-09-23,Healthcare,Enterprise,North America,Medium
C00027379-253284,treatment,0,1,0,0,0,6,2025-09-28,Technology,Enterprise,North America,Low
C00027380-67446c,treatment,1,0,0,0,0,0,2025-10-06,Technology,SMB,EMEA,Medium
C00027381-e16160,treatment,1,0,0,0,0,1,2025-09-23,Finance,SMB,North America,Medium
C00027382-14d0f9,treatment,1,0,0,0,0,4,2025-10-10,Technology,Mid-Market,North America,Low
C00027383-88ddfd,treatment,0,0,0,0,0,0,2025-09-29,Technology,Enterprise,EMEA,Low
C00027384-8c91e0,treatment,0,0,0,0,0,1,2025-09-23,Technology,SMB,North America,Low
C00027385-fbf7cf,treatment,0,0,0,0,0,3,2025-10-09,Healthcare,Mid-Market,LATAM,Low
C00027386-d61e73,treatment,0,0,0,0,0,4,2025-10-03,Healthcare,SMB,North America,High
C00027387-984fd6,treatment,0,0,0,0,0,0,2025-09-15,Healthcare,Enterprise,North America,Medium
C00027388-328bba,treatment,0,0,0,0,0,3,2025-09-25,Technology,Mid-Market,North America,Low
C00027389-f79492,treatment,0,1,0,0,0,0,2025-10-06,Technology,SMB,North America,Low
C00027390-96768b,treatment,1,0,0,0,0,5,2025-09-27,Retail,Mid-Market,EMEA,Medium
C00027391-6cbff5,treatment,0,1,0,0,0,1,2025-10-07,Finance,SMB,EMEA,Low
C00027392-55e997,treatment,1,0,0,0,0,0,2025-09-15,Technology,Mid-Market,APAC,High
C00027393-82ac53,treatment,0,0,0,0,0,0,2025-10-13,Finance,Mid-Market,LATAM,Low
C00027394-dff0dc,treatment,0,0,0,0,0,1,2025-09-23,Finance,SMB,North America,Medium
C00027395-e83abe,treatment,1,0,0,0,0,4,2025-10-10,Retail,Enterprise,LATAM,High
C00027396-f67b01,treatment,0,0,0,0,0,3,2025-10-02,Technology,SMB,EMEA,Low
C00027397-2e84b7,treatment,0,0,0,0,0,6,2025-10-05,Finance,Mid-Market,APAC,Low
C00027398-ece549,treatment,1,0,0,0,0,3,2025-09-25,Technology,SMB,EMEA,Low
C00027399-21b0a3,treatment,0,0,0,0,0,4,2025-10-10,Finance,Mid-Market,North America,Medium
C00027400-e8131c,treatment,0,0,0,0,0,5,2025-09-27,Retail,SMB,North America,Medium
C00027401-5f9ccf,treatment,0,0,0,0,0,0,2025-09-22,Technology,SMB,North America,Medium
C00027402-e89e55,treatment,0,0,0,0,0,2,2025-09-24,Manufacturing,SMB,North America,Low
C00027403-cbfd92,treatment,0,1,0,0,0,1,2025-09-23,Finance,SMB,North America,Medium
C00027404-e84a09,treatment,0,0,0,0,0,3,2025-10-02,Technology,SMB,North America,Low
C00027405-b6fb33,treatment,0,0,0,0,0,4,2025-10-03,Technology,Mid-Market,North America,Medium
C00027406-278450,treatment,0,0,0,0,0,0,2025-09-22,Finance,Enterprise,APAC,Medium
C00027407-3caa45,treatment,0,1,0,0,0,1,2025-10-07,Manufacturing,SMB,APAC,Medium
C00027408-cc7ad9,treatment,0,1,0,1,0,3,2025-09-18,Manufacturing,SMB,North America,Low
C00027409-375edb,treatment,0,0,0,0,0,0,2025-09-22,Technology,SMB,North America,Low
C00027410-9530a5,treatment,0,0,0,0,0,2,2025-10-01,Technology,Enterprise,North America,Low
C00027411-d96b10,treatment,0,0,0,0,0,1,2025-09-23,Retail,SMB,EMEA,Medium
C00027412-b6c2b6,treatment,0,0,0,0,0,3,2025-09-25,Technology,SMB,North America,High
C00027413-dcbd14,treatment,0,0,0,0,0,4,2025-10-10,Technology,Enterprise,LATAM,Medium
C00027414-1cf5c9,treatment,1,0,0,0,0,2,2025-10-08,Healthcare,Mid-Market,EMEA,High
C00027415-470903,treatment,0,0,0,0,0,6,2025-09-21,Finance,SMB,North America,Low
C00027416-c741a6,treatment,0,0,0,0,0,2,2025-10-08,Technology,Enterprise,North America,Low
C00027417-7439f0,treatment,0,0,0,0,0,2,2025-09-17,Retail,SMB,North America,Low
C00027418-6000f0,treatment,0,0,0,0,0,3,2025-10-09,Retail,Mid-Market,North America,Medium
C00027419-e362fc,treatment,0,0,0,0,0,5,2025-09-20,Healthcare,SMB,EMEA,High
C00027420-ea91cf,treatment,1,0,0,0,0,5,2025-10-04,Manufacturing,Enterprise,EMEA,Medium
C00027421-7a1542,treatment,0,0,0,0,0,1,2025-10-07,Finance,Mid-Market,LATAM,Low
C00027422-88516b,treatment,0,0,0,0,0,3,2025-10-09,Retail,SMB,APAC,Medium
C00027423-e141ee,treatment,0,0,0,0,0,3,2025-09-18,Healthcare,Enterprise,APAC,High
C00027424-55a7b8,treatment,1,0,0,0,0,2,2025-10-08,Technology,Mid-Market,North America,Medium
C00027425-53f69d,treatment,0,0,0,0,0,0,2025-09-15,Technology,Enterprise,North America,Medium
C00027426-731256,treatment,0,0,0,0,0,1,2025-09-30,Healthcare,Mid-Market,EMEA,Low
C00027427-7a6ebf,treatment,0,0,0,0,0,2,2025-09-17,Retail,SMB,EMEA,Low
C00027428-5b39d3,treatment,1,0,0,0,0,5,2025-09-20,Manufacturing,SMB,APAC,Medium
C00027429-faef20,treatment,1,0,0,0,0,5,2025-10-11,Technology,Mid-Market,EMEA,Low
C00027430-eeb628,treatment,0,0,0,0,0,0,2025-09-15,Finance,Mid-Market,APAC,Medium
C00027431-4a78cc,treatment,0,0,0,0,0,0,2025-09-29,Manufacturing,Enterprise,LATAM,Low
C00027432-4912fe,treatment,0,0,0,0,0,6,2025-09-28,Healthcare,Enterprise,APAC,Low
C00027433-31bca3,treatment,0,0,0,0,0,6,2025-10-05,Healthcare,SMB,North America,Low
C00027434-89620c,treatment,1,0,0,0,0,1,2025-10-07,Retail,SMB,North America,Medium
C00027435-7fa114,treatment,1,0,0,0,0,0,2025-10-06,Finance,Mid-Market,North America,Low
C00027436-4ff332,treatment,0,0,0,0,0,2,2025-10-01,Healthcare,Mid-Market,North America,Low
C00027437-5b3e3a,treatment,1,0,0,0,0,4,2025-09-26,Healthcare,SMB,North America,Low
C00027438-dbe8e2,treatment,0,0,0,0,0,2,2025-09-17,Healthcare,Enterprise,EMEA,Low
C00027439-3426af,treatment,1,0,0,0,0,2,2025-10-01,Manufacturing,SMB,APAC,Low
C00027440-9b9a05,treatment,1,0,0,0,0,0,2025-10-13,Technology,Mid-Market,EMEA,Medium
C00027441-19fa8f,treatment,0,0,0,0,0,2,2025-09-17,Healthcare,Mid-Market,EMEA,Low
C00027442-f01d75,treatment,0,0,0,0,0,3,2025-09-25,Retail,Mid-Market,North America,Medium
C00027443-cef87f,treatment,1,0,0,0,0,0,2025-09-22,Retail,SMB,EMEA,Medium
C00027444-e5b6e2,treatment,0,0,0,0,0,6,2025-10-12,Finance,Mid-Market,APAC,Medium
C00027445-9ce805,treatment,0,0,0,0,0,6,2025-10-12,Technology,SMB,North America,High
C00027446-9a5773,treatment,0,0,0,0,0,4,2025-09-26,Manufacturing,Mid-Market,APAC,Low
C00027447-621e77,treatment,1,0,0,0,0,0,2025-10-13,Healthcare,SMB,North America,Medium
C00027448-f314e7,treatment,0,0,0,0,0,0,2025-09-15,Retail,Enterprise,North America,Medium
C00027449-ee9bf8,treatment,0,0,0,0,0,0,2025-10-13,Retail,SMB,North America,High
C00027450-417cc2,treatment,1,0,0,0,0,1,2025-09-23,Finance,Mid-Market,North America,Medium
C00027451-5253d0,treatment,0,0,0,0,0,5,2025-10-11,Healthcare,SMB,EMEA,Medium
C00027452-b8f33f,treatment,0,0,0,0,0,2,2025-09-17,Technology,Enterprise,LATAM,Low
C00027453-cfd991,treatment,0,0,0,0,0,6,2025-10-05,Healthcare,Mid-Market,North America,Medium
C00027454-467984,treatment,0,0,0,0,0,0,2025-09-29,Manufacturing,SMB,LATAM,Medium
C00027455-61aa9d,treatment,0,0,0,0,0,1,2025-10-07,Healthcare,Enterprise,North America,High
C00027456-d8cdd0,treatment,0,0,0,0,0,5,2025-09-27,Technology,Mid-Market,North America,Medium
C00027457-21c90e,treatment,0,0,0,0,0,2,2025-09-24,Healthcare,SMB,EMEA,Medium
C00027458-8b02a2,treatment,0,0,0,0,0,5,2025-10-11,Healthcare,SMB,EMEA,Medium
C00027459-25d070,treatment,0,0,0,0,0,1,2025-10-14,Finance,Mid-Market,EMEA,Medium
C00027460-87ecef,treatment,0,0,0,0,0,6,2025-09-28,Retail,SMB,LATAM,Medium
C00027461-197b25,treatment,0,0,0,0,0,4,2025-10-10,Technology,Enterprise,APAC,Low
C00027462-391118,treatment,0,0,0,0,0,0,2025-09-22,Finance,SMB,North America,Low
C00027463-afc90d,treatment,0,0,0,0,0,3,2025-09-25,Finance,Enterprise,APAC,High
C00027464-4b95b3,treatment,0,0,0,0,0,5,2025-10-04,Retail,Enterprise,North America,Low
C00027465-45ce10,treatment,0,0,0,0,0,5,2025-09-27,Manufacturing,Enterprise,EMEA,Medium
C00027466-5b1a7b,treatment,1,0,0,0,0,1,2025-09-16,Healthcare,SMB,APAC,Medium
C00027467-565139,treatment,1,0,0,0,0,2,2025-09-24,Technology,Mid-Market,North America,Medium
C00027468-6a38c1,treatment,0,0,0,0,0,1,2025-09-16,Retail,SMB,North America,Low
C00027469-7a83d0,treatment,1,0,0,0,0,0,2025-09-29,Healthcare,SMB,APAC,High
C00027470-92845d,treatment,0,0,0,0,0,0,2025-10-13,Finance,SMB,North America,Medium
C00027471-21841f,treatment,0,0,0,0,0,3,2025-10-09,Technology,Enterprise,North America,Low
C00027472-f86297,treatment,0,0,0,0,0,6,2025-09-21,Finance,Mid-Market,EMEA,Low
C00027473-d25c99,treatment,0,0,0,0,0,1,2025-09-23,Healthcare,Mid-Market,North America,Medium
C00027474-7814af,treatment,1,0,0,0,0,0,2025-09-29,Technology,SMB,EMEA,Medium
C00027475-b57dac,treatment,0,0,0,0,0,4,2025-10-10,Healthcare,Enterprise,LATAM,Medium
C00027476-225caa,treatment,0,0,0,0,0,0,2025-10-06,Healthcare,SMB,EMEA,Low
C00027477-214e1f,treatment,0,0,0,0,0,1,2025-10-14,Technology,SMB,APAC,Medium
C00027478-a8852c,treatment,0,1,0,0,0,1,2025-10-07,Healthcare,SMB,EMEA,Medium
C00027479-64eae3,treatment,0,0,0,0,0,4,2025-09-26,Healthcare,Enterprise,North America,Medium
C00027480-d1589e,treatment,0,0,0,0,0,4,2025-09-19,Technology,SMB,North America,Low
C00027481-f997e4,treatment,0,0,0,0,0,0,2025-09-29,Technology,Mid-Market,North America,High
C00027482-71f70f,treatment,0,0,0,0,0,3,2025-10-02,Technology,Mid-Market,North America,Medium
C00027483-a2a591,treatment,1,0,0,0,0,0,2025-09-15,Technology,SMB,North America,Medium
C00027484-b22ccd,treatment,1,1,0,0,0,1,2025-10-07,Finance,SMB,LATAM,High
C00027485-aa75d4,treatment,0,0,0,0,0,4,2025-09-19,Retail,Enterprise,North America,Low
C00027486-79635c,treatment,1,0,0,0,0,0,2025-10-13,Healthcare,Mid-Market,EMEA,Low
C00027487-7262dc,treatment,0,0,0,0,0,1,2025-10-14,Technology,Enterprise,North America,Low
C00027488-fc7d07,treatment,0,0,0,0,0,3,2025-09-25,Technology,Enterprise,EMEA,High
C00027489-452bba,treatment,0,0,0,0,0,3,2025-10-02,Technology,Enterprise,EMEA,Low
C00027490-7be7a3,treatment,1,0,1,0,0,6,2025-10-12,Manufacturing,Mid-Market,EMEA,Medium
C00027491-d88509,treatment,1,0,0,0,0,1,2025-09-23,Finance,Mid-Market,APAC,Medium
C00027492-32f76c,treatment,0,0,0,0,0,2,2025-10-08,Healthcare,SMB,LATAM,High
C00027493-44c6e5,treatment,0,0,0,0,0,0,2025-09-22,Technology,SMB,North America,High
C00027494-448be0,treatment,0,0,0,0,0,6,2025-10-12,Healthcare,SMB,North America,Medium
C00027495-1f80ef,treatment,0,0,0,0,0,4,2025-09-19,Finance,Enterprise,EMEA,Medium
C00027496-58c150,treatment,1,0,0,0,0,2,2025-10-08,Technology,SMB,North America,Low
C00027497-b84251,treatment,0,0,0,0,0,1,2025-09-16,Healthcare,SMB,APAC,Medium
C00027498-cefdd5,treatment,0,0,0,0,0,4,2025-10-03,Finance,Enterprise,EMEA,Medium
C00027499-d127ec,treatment,0,0,0,0,0,4,2025-09-19,Retail,Enterprise,LATAM,Low
C00027500-d29a92,treatment,0,0,0,0,0,2,2025-09-24,Technology,SMB,APAC,Low
C00027501-499997,treatment,0,0,0,0,0,3,2025-09-18,Healthcare,SMB,North America,Low
C00027502-9037cb,treatment,0,0,0,0,0,1,2025-09-23,Healthcare,Mid-Market,EMEA,High
C00027503-417604,treatment,0,0,0,0,0,1,2025-09-23,Finance,SMB,North America,Low
C00027504-3c9808,treatment,0,0,0,0,0,4,2025-09-26,Finance,Enterprise,North America,Low
C00027505-9eb3bc,treatment,0,0,0,0,0,1,2025-09-16,Finance,SMB,EMEA,Low
C00027506-5f22e1,treatment,0,0,0,0,0,6,2025-09-21,Finance,Mid-Market,APAC,Low
C00027507-7e8983,treatment,0,0,0,0,0,4,2025-09-19,Healthcare,SMB,LATAM,High
C00027508-5e4937,treatment,1,0,0,0,0,5,2025-10-11,Technology,SMB,EMEA,Medium
C00027509-2f9342,treatment,0,0,0,0,0,5,2025-10-04,Finance,SMB,North America,Low
C00027510-3fd1d8,treatment,0,0,0,0,0,0,2025-10-06,Finance,Enterprise,EMEA,High
C00027511-e0cfbe,treatment,0,0,0,0,0,5,2025-09-20,Healthcare,SMB,North America,Medium
C00027512-f8118e,treatment,0,0,0,0,0,1,2025-09-16,Manufacturing,SMB,LATAM,Medium
C00027513-9f77c7,treatment,0,0,0,0,0,2,2025-09-17,Retail,SMB,North America,Medium
C00027514-e801eb,treatment,0,0,0,0,0,1,2025-09-23,Healthcare,SMB,APAC,Low
C00027515-858fa8,treatment,0,0,0,0,0,5,2025-09-27,Healthcare,SMB,APAC,Medium
C00027516-6b15c0,treatment,0,0,0,0,0,4,2025-10-10,Healthcare,Mid-Market,EMEA,Medium
C00027517-af0001,treatment,0,0,0,0,0,6,2025-10-12,Finance,Mid-Market,APAC,Medium
C00027518-cdc99e,treatment,1,0,0,0,0,5,2025-09-27,Retail,SMB,EMEA,High
C00027519-279ce1,treatment,0,0,0,0,0,3,2025-09-18,Technology,Enterprise,EMEA,Low
C00027520-51826a,treatment,1,0,0,0,0,0,2025-10-13,Manufacturing,SMB,North America,Low
C00027521-493dcc,treatment,1,0,0,0,0,1,2025-09-30,Technology,Enterprise,North America,Low
C00027522-6bc6b3,treatment,0,0,0,0,0,0,2025-10-06,Finance,Enterprise,EMEA,Medium
C00027523-2cf2a3,treatment,0,1,0,0,0,1,2025-09-16,Technology,Mid-Market,North America,High
C00027524-ec0235,treatment,0,0,0,0,0,2,2025-10-01,Technology,Mid-Market,APAC,Medium
C00027525-480be4,treatment,0,0,0,0,0,5,2025-10-11,Technology,SMB,North America,Low
C00027526-4e6665,treatment,0,0,0,0,0,4,2025-10-10,Retail,Mid-Market,EMEA,Low
C00027527-be4912,treatment,0,0,0,0,0,5,2025-09-20,Retail,SMB,LATAM,Medium
C00027528-881a3b,treatment,1,0,0,0,0,6,2025-09-21,Healthcare,Mid-Market,APAC,Medium
C00027529-1eec17,treatment,0,0,0,0,0,0,2025-09-29,Retail,SMB,North America,Medium
C00027530-aad103,treatment,0,0,0,0,0,1,2025-10-07,Finance,SMB,EMEA,Medium
C00027531-756e9d,treatment,1,0,0,0,0,5,2025-09-27,Finance,Mid-Market,North America,Medium
C00027532-d5aedd,treatment,1,0,0,0,0,6,2025-10-05,Healthcare,Mid-Market,North America,Low
C00027533-3f58ac,treatment,0,0,0,0,0,4,2025-10-10,Healthcare,Mid-Market,APAC,High
C00027534-3f3041,treatment,0,0,0,0,0,2,2025-10-01,Healthcare,Mid-Market,EMEA,Low
C00027535-c41779,treatment,0,0,0,0,0,2,2025-09-17,Finance,SMB,APAC,High
C00027536-e8f7d5,treatment,0,0,0,0,0,2,2025-10-01,Technology,Mid-Market,LATAM,Low
C00027537-e39d3c,treatment,1,0,0,0,0,2,2025-10-08,Finance,Enterprise,North America,Low
C00027538-5a26e5,treatment,0,0,0,0,0,0,2025-09-15,Healthcare,Mid-Market,LATAM,Medium
C00027539-d7c5ee,treatment,0,0,0,0,0,2,2025-09-17,Healthcare,Mid-Market,North America,Medium
C00027540-f69c69,treatment,0,0,0,0,0,1,2025-09-23,Finance,Mid-Market,LATAM,Medium
C00027541-3483be,treatment,0,0,0,0,0,2,2025-09-24,Manufacturing,Enterprise,APAC,High
C00027542-4b2b27,treatment,0,1,0,0,0,0,2025-09-15,Technology,Mid-Market,APAC,Low
C00027543-f13ca1,treatment,0,0,0,0,0,1,2025-09-23,Retail,SMB,North America,Medium
C00027544-e034eb,treatment,0,0,0,0,0,6,2025-10-12,Healthcare,Mid-Market,APAC,High
C00027545-17052d,treatment,1,0,0,0,0,2,2025-10-01,Manufacturing,SMB,North America,Medium
C00027546-daa318,treatment,1,0,0,0,0,6,2025-09-28,Technology,Enterprise,EMEA,Medium
C00027547-7b0fb1,treatment,0,0,0,0,0,4,2025-10-10,Manufacturing,SMB,EMEA,Low
C00027548-e0fc94,treatment,0,0,0,0,0,3,2025-10-02,Retail,Mid-Market,North America,Medium
C00027549-700391,treatment,0,0,0,0,0,0,2025-10-06,Technology,SMB,APAC,Low
C00027550-19f117,treatment,0,0,0,0,0,1,2025-09-30,Technology,Enterprise,North America,Medium
C00027551-eb13ef,treatment,0,0,0,0,0,1,2025-09-23,Retail,Mid-Market,North America,Medium
C00027552-161d7b,treatment,1,0,0,0,0,0,2025-09-15,Finance,Enterprise,EMEA,Medium
C00027553-d547ec,treatment,0,0,0,0,0,1,2025-10-14,Technology,SMB,APAC,High
C00027554-35e95a,treatment,0,0,0,0,0,6,2025-09-28,Retail,SMB,North America,Low
C00027555-744da4,treatment,0,0,0,0,0,5,2025-09-20,Technology,Enterprise,North America,Low
C00027556-6ed89b,treatment,0,0,0,0,0,3,2025-10-09,Finance,Enterprise,APAC,Low
C00027557-647ce9,treatment,1,0,0,0,0,3,2025-09-25,Healthcare,Mid-Market,North America,Medium
C00027558-9634d4,treatment,0,0,0,0,0,6,2025-10-12,Retail,SMB,EMEA,Low
C00027559-936582,treatment,0,1,0,0,0,3,2025-09-25,Finance,SMB,EMEA,Low
C00027560-f3b306,treatment,0,0,0,0,0,1,2025-10-14,Healthcare,Mid-Market,EMEA,Low
C00027561-e7fa0e,treatment,1,0,0,0,0,5,2025-09-20,Manufacturing,SMB,EMEA,Medium
C00027562-23c577,treatment,0,0,0,0,0,6,2025-10-05,Technology,Mid-Market,APAC,Low
C00027563-c81de8,treatment,0,0,0,0,0,0,2025-09-29,Technology,SMB,North America,Medium
C00027564-82440f,treatment,0,0,0,0,0,2,2025-09-24,Finance,Mid-Market,North America,Low
C00027565-604b30,treatment,0,0,0,0,0,6,2025-09-28,Technology,Mid-Market,North America,Medium
C00027566-aa16d2,treatment,0,0,0,0,0,0,2025-10-13,Healthcare,SMB,EMEA,Medium
C00027567-f0938d,treatment,0,1,0,0,0,5,2025-10-04,Technology,Mid-Market,North America,Low
C00027568-797e20,treatment,1,0,0,0,0,3,2025-09-25,Healthcare,Mid-Market,APAC,Medium
C00027569-c5df9f,treatment,0,0,0,0,0,6,2025-09-28,Retail,Mid-Market,North America,Low
C00027570-43997e,treatment,0,0,0,0,0,3,2025-09-25,Manufacturing,Mid-Market,North America,Low
C00027571-fa885e,treatment,0,0,0,0,0,5,2025-09-20,Finance,SMB,LATAM,Medium
C00027572-816eba,treatment,0,0,0,0,0,4,2025-09-26,Healthcare,SMB,APAC,Medium
C00027573-e2d5cf,treatment,0,0,0,0,0,3,2025-10-02,Manufacturing,Mid-Market,North America,Medium
C00027574-dc7848,treatment,0,0,0,0,0,0,2025-10-13,Finance,Enterprise,EMEA,Medium
C00027575-2a9fd5,treatment,0,0,0,0,0,5,2025-09-27,Healthcare,Enterprise,North America,Medium
C00027576-9d2b7e,treatment,0,0,0,0,0,2,2025-10-08,Healthcare,SMB,APAC,High
C00027577-c94947,treatment,0,0,0,0,0,4,2025-09-26,Finance,Mid-Market,North America,Low
C00027578-a099b3,treatment,0,0,0,0,0,0,2025-10-06,Healthcare,Mid-Market,North America,Medium
C00027579-d3437a,treatment,0,0,0,0,0,3,2025-10-02,Retail,Mid-Market,APAC,Medium
