contact_id,send_time_group,open_rate,click_rate,unsubscribe_rate,industry,company_size,region,engagement_tier
ST00029040-dbdc56,afternoon,1,0,0,Manufacturing,Mid-Market,North America,Low
ST00029041-b3c686,afternoon,0,1,0,Retail,Enterprise,North America,High
ST00029042-c56053,afternoon,0,0,0,Healthcare,SMB,LATAM,Medium
ST00029043-50ecd4,afternoon,0,0,0,Retail,SMB,North America,High
ST00029044-6d1b54,afternoon,0,1,0,Technology,Enterprise,EMEA,Medium
ST00029045-89ba4e,afternoon,0,0,0,Finance,SMB,EMEA,High
ST00029046-d81021,afternoon,0,0,0,Finance,Enterprise,North America,Low
ST00029047-25b12d,afternoon,0,0,0,Technology,SMB,APAC,Low
ST00029048-dfcb2e,afternoon,1,0,0,Retail,SMB,North America,Low
ST00029049-4dc04c,afternoon,1,0,0,Manufacturing,SMB,LATAM,Medium
ST00029050-28a245,afternoon,0,0,0,Healthcare,SMB,APAC,Low
ST00029051-8a6cd5,afternoon,0,0,0,Manufacturing,SMB,EMEA,High
ST00029052-8e075f,afternoon,0,0,0,Healthcare,SMB,EMEA,Low
ST00029053-a2c28f,afternoon,0,0,0,Finance,Mid-Market,North America,Medium
ST00029054-410863,afternoon,0,0,0,Healthcare,Enterprise,North America,Low
ST00029055-5b3a52,afternoon,1,1,0,Finance,Mid-Market,LATAM,Low
ST00029056-81dc37,afternoon,0,1,0,Retail,Mid-Market,LATAM,Medium
ST00029057-b61dda,afternoon,1,0,0,Finance,Enterprise,North America,Medium
ST00029058-e5f17a,afternoon,0,0,0,Healthcare,Enterprise,North America,Medium
ST00029059-a350fe,afternoon,0,0,0,Technology,Enterprise,LATAM,Low
ST00029060-1ab148,afternoon,0,0,0,Technology,Mid-Market,EMEA,Low
ST00029061-e2ca58,afternoon,0,0,0,Healthcare,Mid-Market,EMEA,Low
ST00029062-8a1106,afternoon,1,0,0,Finance,SMB,North America,Medium
ST00029063-704ed0,afternoon,0,0,0,Manufacturing,Enterprise,North America,Medium
ST00029064-993bd8,afternoon,0,0,0,Technology,SMB,North America,Medium
ST00029065-138e69,afternoon,0,0,0,Healthcare,Enterprise,North America,Medium
ST00029066-3e6e87,afternoon,1,0,0,Technology,Mid-Market,North America,High
ST00029067-5bd158,afternoon,0,0,0,Finance,Mid-Market,North America,Low
ST00029068-4e463f,afternoon,0,0,0,Manufacturing,Mid-Market,North America,Medium
ST00029069-345bad,afternoon,0,0,0,Finance,Enterprise,North America,Medium
ST00029070-76344c,afternoon,0,0,0,Retail,SMB,North America,High
ST00029071-a290de,afternoon,1,0,0,Finance,SMB,North America,Low
ST00029072-2f901b,afternoon,0,1,0,Retail,Mid-Market,North America,Low
ST00029073-874b59,afternoon,0,0,0,Retail,SMB,EMEA,Low
ST00029074-b6ba63,afternoon,0,0,0,Healthcare,SMB,North America,High
ST00029075-e88999,afternoon,0,0,0,Healthcare,SMB,EMEA,Low
ST00029076-c8caff,afternoon,0,0,0,Manufacturing,Mid-Market,North America,Low
ST00029077-ed1039,afternoon,1,0,0,Healthcare,Enterprise,North America,Medium
ST00029078-c342d2,afternoon,0,0,0,Retail,Enterprise,APAC,Medium
ST00029079-e0f2b1,afternoon,0,0,0,Finance,Enterprise,North America,Medium
ST00029080-1a6e9e,afternoon,0,0,0,Healthcare,SMB,LATAM,Low
ST00029081-ceebc4,afternoon,0,0,0,Finance,SMB,APAC,Low
ST00029082-d8f59c,afternoon,0,0,0,Technology,Mid-Market,EMEA,Medium
ST00029083-29379a,afternoon,1,0,0,Healthcare,SMB,EMEA,Low
ST00029084-d84c59,afternoon,1,0,0,Healthcare,Mid-Market,North America,Low
ST00029085-cae641,afternoon,1,0,0,Retail,SMB,North America,Low
ST00029086-22a62a,afternoon,0,0,0,Technology,SMB,APAC,High
ST00029087-7057e9,afternoon,0,0,0,Technology,Mid-Market,North America,Medium
ST00029088-59fc7f,afternoon,0,0,0,Technology,Mid-Market,North America,Low
ST00029089-d0800c,afternoon,0,0,0,Technology,SMB,LATAM,Low
ST00029090-6c4cd4,afternoon,0,0,0,Technology,SMB,EMEA,Medium
ST00029091-e61d82,afternoon,1,0,0,Retail,Mid-Market,North America,High
ST00029092-78fc47,afternoon,1,0,0,Retail,Mid-Market,EMEA,High
ST00029093-3612be,afternoon,0,0,0,Technology,Mid-Market,North America,Low
ST00029094-760479,afternoon,0,0,0,Healthcare,SMB,North America,Low
ST00029095-7183d7,afternoon,0,0,0,Manufacturing,Mid-Market,North America,Medium
ST00029096-18029e,afternoon,0,0,0,Retail,Mid-Market,APAC,Low
ST00029097-5e8fca,afternoon,0,0,0,Manufacturing,Mid-Market,North America,Medium
ST00029098-fe9037,afternoon,1,0,0,Finance,Enterprise,North America,High
ST00029099-67c48b,afternoon,0,0,0,Retail,Enterprise,North America,Medium
ST00029100-4dad4c,afternoon,1,0,0,Healthcare,SMB,APAC,High
ST00029101-30bb44,afternoon,0,0,0,Healthcare,Enterprise,LATAM,Medium
ST00029102-84023f,afternoon,0,0,0,Retail,Mid-Market,EMEA,Medium
ST00029103-bbaaec,afternoon,1,0,0,Retail,Mid-Market,EMEA,Medium
ST00029104-658e89,afternoon,0,1,0,Technology,Mid-Market,North America,Medium
ST00029105-c0c39e,afternoon,0,0,0,Healthcare,Mid-Market,North America,Medium
ST00029106-6ad802,afternoon,1,0,0,Healthcare,Enterprise,APAC,Low
ST00029107-57cb8c,afternoon,0,0,0,Finance,Mid-Market,North America,Medium
ST00029108-ef62e0,afternoon,0,0,0,Finance,Mid-Market,North America,Low
ST00029109-f7fcfe,afternoon,0,0,0,Technology,Mid-Market,EMEA,High
ST00029110-676761,afternoon,0,0,0,Retail,SMB,EMEA,Medium
ST00029111-eb275f,afternoon,0,0,0,Technology,SMB,North America,High
ST00029112-88d284,afternoon,0,0,0,Finance,Enterprise,LATAM,Medium
ST00029113-bfc849,afternoon,0,1,0,Healthcare,SMB,APAC,Low
ST00029114-a95a3c,afternoon,1,0,0,Technology,Mid-Market,North America,Medium
ST00029115-565da2,afternoon,0,0,0,Finance,SMB,EMEA,Low
ST00029116-bfc49f,afternoon,0,0,0,Finance,Enterprise,North America,High
ST00029117-a229a1,afternoon,0,0,0,Technology,Mid-Market,North America,Medium
ST00029118-9c9a00,afternoon,1,0,0,Healthcare,Enterprise,North America,Medium
ST00029119-2eaae3,afternoon,0,0,0,Finance,Enterprise,North America,High
ST00029120-106a2d,afternoon,0,0,0,Finance,Mid-Market,LATAM,Low
ST00029121-2201f8,afternoon,0,0,0,Finance,Enterprise,North America,Medium
ST00029122-30757a,afternoon,0,0,0,Manufacturing,Mid-Market,North America,High
ST00029123-9686d7,afternoon,1,0,0,Technology,Enterprise,North America,Medium
ST00029124-47edf9,afternoon,1,0,0,Healthcare,Mid-Market,North America,Medium
ST00029125-7d340b,afternoon,1,1,0,Finance,Enterprise,North America,Medium
ST00029126-f9d689,afternoon,1,0,0,Manufacturing,Mid-Market,North America,Medium
ST00029127-89f9d5,afternoon,0,0,0,Finance,Enterprise,North America,Medium
ST00029128-63649d,afternoon,0,0,0,Finance,SMB,North America,High
ST00029129-204fa3,afternoon,1,0,0,Finance,SMB,LATAM,High
ST00029130-be9d85,afternoon,0,0,0,Technology,Mid-Market,APAC,High
ST00029131-5e4507,afternoon,0,0,0,Technology,Enterprise,North America,Medium
ST00029132-717b6c,afternoon,0,0,1,Retail,Enterprise,APAC,Low
ST00029133-8950a4,afternoon,0,0,0,Technology,Mid-Market,North America,High
ST00029134-3c2d86,afternoon,0,0,0,Retail,Mid-Market,North America,Medium
ST00029135-55e9f1,afternoon,0,0,0,Healthcare,SMB,EMEA,Low
ST00029136-c48670,afternoon,0,1,0,Technology,Mid-Market,EMEA,Low
ST00029137-8a857c,afternoon,0,0,0,Technology,SMB,North America,High
ST00029138-fc3b57,afternoon,1,0,0,Finance,Mid-Market,North America,High
ST00029139-959b7f,afternoon,0,0,0,Technology,Enterprise,LATAM,Low
ST00029140-d904bd,afternoon,0,0,0,Technology,SMB,APAC,Low
ST00029141-ade15f,afternoon,1,0,0,Manufacturing,Mid-Market,EMEA,Low
ST00029142-1ee904,afternoon,0,0,0,Manufacturing,Mid-Market,North America,Medium
ST00029143-48f399,afternoon,0,0,0,Technology,Mid-Market,EMEA,Medium
ST00029144-8b81e7,afternoon,1,1,0,Retail,SMB,EMEA,Low
ST00029145-b4312f,afternoon,0,0,0,Retail,Mid-Market,North America,Medium
ST00029146-b2a73a,afternoon,0,0,0,Technology,SMB,North America,Medium
ST00029147-1e66e6,afternoon,0,0,0,Manufacturing,Mid-Market,EMEA,Low
ST00029148-8dfdd5,afternoon,1,0,0,Manufacturing,Mid-Market,EMEA,Medium
ST00029149-1f7593,afternoon,0,0,0,Technology,Enterprise,North America,Low
ST00029150-b0e8d3,afternoon,0,0,0,Healthcare,Enterprise,North America,Medium
ST00029151-206c88,afternoon,0,0,0,Technology,Enterprise,North America,Medium
ST00029152-9daafc,afternoon,1,0,0,Retail,Enterprise,APAC,High
ST00029153-d2d337,afternoon,0,0,0,Finance,Enterprise,APAC,Medium
ST00029154-921a1c,afternoon,0,0,0,Manufacturing,Mid-Market,North America,Medium
ST00029155-84fff6,afternoon,0,0,0,Retail,Enterprise,EMEA,Medium
ST00029156-50dfa0,afternoon,0,1,0,Technology,Enterprise,APAC,Medium
ST00029157-596356,afternoon,0,0,0,Retail,Enterprise,LATAM,Low
ST00029158-c167d9,afternoon,1,0,0,Healthcare,Enterprise,APAC,Low
ST00029159-fbeb04,afternoon,1,0,0,Finance,Mid-Market,APAC,Medium
ST00029160-140518,afternoon,0,0,0,Healthcare,SMB,EMEA,Medium
ST00029161-f05ccf,afternoon,0,0,0,Manufacturing,SMB,APAC,High
ST00029162-190133,afternoon,0,0,0,Finance,SMB,North America,Low
ST00029163-3a9ba4,afternoon,1,0,0,Technology,SMB,EMEA,Medium
ST00029164-3f8574,afternoon,0,0,0,Healthcare,SMB,North America,Medium
ST00029165-db7832,afternoon,0,0,0,Manufacturing,SMB,EMEA,Medium
ST00029166-5f6caa,afternoon,0,0,0,Finance,SMB,EMEA,Medium
ST00029167-4e40ef,afternoon,0,0,0,Technology,Mid-Market,North America,High
ST00029168-13a113,afternoon,0,0,0,Technology,SMB,North America,Medium
ST00029169-d4e76f,afternoon,1,0,0,Manufacturing,Mid-Market,North America,Medium
ST00029170-ed2a64,afternoon,1,0,0,Manufacturing,Enterprise,EMEA,Medium
ST00029171-251f1d,afternoon,0,0,0,Technology,SMB,APAC,Medium
ST00029172-a7f27e,afternoon,1,0,0,Retail,Enterprise,LATAM,Medium
ST00029173-c15434,afternoon,1,0,0,Technology,SMB,North America,High
ST00029174-d21b47,afternoon,0,0,0,Manufacturing,Mid-Market,LATAM,Low
ST00029175-108715,afternoon,0,0,0,Healthcare,Mid-Market,LATAM,Low
ST00029176-f48851,afternoon,1,0,0,Finance,Mid-Market,EMEA,Medium
ST00029177-2c80fb,afternoon,0,0,0,Healthcare,SMB,APAC,Medium
ST00029178-d66558,afternoon,1,0,0,Manufacturing,SMB,EMEA,Low
ST00029179-8d078d,afternoon,1,0,0,Finance,Mid-Market,LATAM,Low
ST00029180-dffd50,afternoon,0,0,0,Retail,Mid-Market,LATAM,High
ST00029181-841328,afternoon,0,0,0,Retail,Mid-Market,EMEA,Medium
ST00029182-7ee2b9,afternoon,0,0,0,Healthcare,SMB,LATAM,Medium
ST00029183-28c2c7,afternoon,0,1,0,Technology,Mid-Market,APAC,Medium
ST00029184-8c12e3,afternoon,0,0,0,Healthcare,Mid-Market,North America,Medium
ST00029185-62f5e4,afternoon,0,0,0,Manufacturing,SMB,EMEA,Medium
ST00029186-e1a990,afternoon,0,0,0,Technology,Enterprise,EMEA,Medium
ST00029187-32a71b,afternoon,0,0,0,Technology,SMB,EMEA,Medium
ST00029188-f46df0,afternoon,0,0,0,Healthcare,Enterprise,LATAM,High
ST00029189-904304,afternoon,1,0,0,Healthcare,Enterprise,North America,Medium
ST00029190-adbe24,afternoon,0,1,0,Retail,SMB,North America,Medium
ST00029191-3461ba,afternoon,0,0,0,Technology,Enterprise,North America,Low
ST00029192-3b83e9,afternoon,1,0,0,Retail,Enterprise,APAC,Medium
ST00029193-4e4196,afternoon,0,0,0,Healthcare,SMB,EMEA,Low
ST00029194-8ed347,afternoon,1,0,0,Technology,SMB,APAC,High
ST00029195-5b8017,afternoon,0,0,0,Healthcare,Mid-Market,North America,Medium
ST00029196-6174f5,afternoon,0,0,0,Technology,SMB,EMEA,Medium
ST00029197-9b1ff2,afternoon,0,0,0,Technology,Mid-Market,North America,Low
ST00029198-15b3b6,afternoon,0,0,0,Technology,Enterprise,EMEA,High
ST00029199-4909d5,afternoon,0,0,0,Finance,Mid-Market,North America,Low
ST00029200-2e8aa9,afternoon,1,0,0,Retail,Mid-Market,North America,Low
ST00029201-6f3273,afternoon,0,0,0,Technology,Enterprise,North America,Medium
ST00029202-bbe570,afternoon,0,0,0,Retail,Mid-Market,EMEA,High
ST00029203-3555dc,afternoon,1,0,0,Finance,Enterprise,EMEA,Medium
ST00029204-66132e,afternoon,0,0,0,Technology,SMB,North America,Medium
ST00029205-3c281d,afternoon,0,1,0,Technology,Mid-Market,North America,Medium
ST00029206-a42bed,afternoon,0,0,0,Finance,Mid-Market,LATAM,High
ST00029207-d95e2e,afternoon,0,0,0,Finance,Enterprise,North America,Low
ST00029208-7faf1a,afternoon,1,0,0,Retail,SMB,LATAM,High
ST00029209-9cbaa6,afternoon,0,0,0,Finance,Mid-Market,North America,Medium
ST00029210-7d8b38,afternoon,0,0,0,Manufacturing,SMB,EMEA,Low
ST00029211-8081ba,afternoon,0,0,0,Finance,SMB,APAC,Medium
ST00029212-b26e29,afternoon,1,0,0,Technology,SMB,North America,Low
ST00029213-9494b5,afternoon,1,0,0,Retail,Enterprise,EMEA,Low
ST00029214-d9ed57,afternoon,0,0,0,Retail,Mid-Market,APAC,Medium
ST00029215-6431ac,afternoon,0,0,0,Healthcare,SMB,North America,Medium
ST00029216-e034b1,afternoon,0,0,0,Retail,Mid-Market,APAC,Medium
ST00029217-e0f332,afternoon,0,0,0,Technology,SMB,North America,Medium
ST00029218-4dc9f4,afternoon,0,0,0,Finance,SMB,EMEA,Low
ST00029219-cc6eea,afternoon,1,0,0,Manufacturing,Mid-Market,North America,Medium
ST00029220-fe43b1,afternoon,1,0,0,Finance,SMB,North America,High
ST00029221-496f7a,afternoon,1,0,0,Healthcare,SMB,EMEA,Medium
ST00029222-1ba732,afternoon,0,0,0,Manufacturing,SMB,North America,Low
ST00029223-d340df,afternoon,0,0,0,Manufacturing,SMB,North America,Low
ST00029224-674f16,afternoon,0,0,0,Finance,SMB,APAC,Medium
ST00029225-1bc6c3,afternoon,0,0,0,Healthcare,Mid-Market,North America,Low
ST00029226-906b57,afternoon,1,0,0,Healthcare,SMB,North America,Medium
ST00029227-26ad83,afternoon,1,0,0,Retail,Mid-Market,LATAM,Low
ST00029228-6c2aef,afternoon,0,0,0,Finance,Enterprise,North America,Medium
ST00029229-b9e93c,afternoon,1,0,0,Technology,SMB,LATAM,Medium
ST00029230-6a8c04,afternoon,0,0,0,Technology,Mid-Market,North America,Medium
ST00029231-1284b2,afternoon,0,0,0,Retail,Mid-Market,EMEA,Medium
ST00029232-712e4a,afternoon,0,0,0,Healthcare,SMB,North America,Low
ST00029233-26a366,afternoon,1,0,0,Healthcare,Mid-Market,North America,Medium
ST00029234-74527a,afternoon,0,0,0,Healthcare,Mid-Market,EMEA,Low
ST00029235-eff218,afternoon,0,0,0,Manufacturing,Mid-Market,North America,Low
ST00029236-7dba17,afternoon,0,0,0,Technology,SMB,APAC,Low
ST00029237-4fa781,afternoon,0,0,0,Technology,Mid-Market,North America,Medium
ST00029238-5bedd4,afternoon,0,0,0,Finance,Mid-Market,APAC,Low
ST00029239-89347d,afternoon,0,0,0,Technology,Enterprise,North America,Low
ST00029240-3de23a,afternoon,0,0,0,Manufacturing,Enterprise,North America,Medium
ST00029241-4d0f10,afternoon,1,0,1,Retail,SMB,EMEA,Medium
ST00029242-fc5b32,afternoon,0,0,0,Retail,Enterprise,LATAM,High
ST00029243-afcc84,afternoon,0,0,0,Technology,Enterprise,North America,Low
ST00029244-f8cad5,afternoon,0,0,0,Technology,Mid-Market,APAC,Low
ST00029245-b56923,afternoon,1,0,0,Technology,SMB,North America,Medium
ST00029246-2bf847,afternoon,1,0,0,Technology,Mid-Market,North America,Low
ST00029247-ed40ce,afternoon,0,0,0,Technology,SMB,North America,Medium
ST00029248-2ab7a3,afternoon,0,0,0,Retail,SMB,LATAM,Low
ST00029249-954773,afternoon,1,0,0,Retail,SMB,North America,Low
ST00029250-92637b,afternoon,0,0,0,Healthcare,SMB,EMEA,Medium
ST00029251-49c9aa,afternoon,0,0,0,Retail,Mid-Market,EMEA,Medium
ST00029252-583968,afternoon,0,0,0,Finance,Mid-Market,North America,Low
ST00029253-a8f679,afternoon,0,0,0,Finance,SMB,EMEA,Medium
ST00029254-98ed29,afternoon,1,0,0,Healthcare,Mid-Market,North America,Medium
ST00029255-558edb,afternoon,0,0,0,Manufacturing,SMB,North America,High
ST00029256-4b3295,afternoon,1,0,0,Technology,Mid-Market,North America,Low
ST00029257-874f93,afternoon,1,0,0,Finance,Enterprise,EMEA,Medium
ST00029258-205132,afternoon,0,1,0,Retail,Mid-Market,North America,High
ST00029259-e6d5bf,afternoon,0,0,0,Technology,Mid-Market,EMEA,Low
ST00029260-ed689b,afternoon,0,0,0,Retail,SMB,APAC,Low
ST00029261-fd6fc5,afternoon,0,0,0,Retail,SMB,North America,Medium
ST00029262-bfd43f,afternoon,0,0,0,Technology,Mid-Market,APAC,Medium
ST00029263-112d90,afternoon,0,0,0,Finance,Mid-Market,North America,Medium
ST00029264-1afcae,afternoon,1,0,0,Technology,SMB,North America,High
ST00029265-475c07,afternoon,0,0,0,Manufacturing,Mid-Market,EMEA,Medium
ST00029266-f22495,afternoon,1,0,0,Retail,SMB,EMEA,Medium
ST00029267-212f82,afternoon,0,0,0,Technology,SMB,North America,Medium
ST00029268-363cbe,afternoon,0,0,0,Technology,SMB,EMEA,Low
ST00029269-a9be5d,afternoon,0,0,0,Manufacturing,Enterprise,North America,Medium
ST00029270-136ba9,afternoon,0,0,0,Finance,Mid-Market,North America,Low
ST00029271-6530e8,afternoon,0,0,0,Finance,Enterprise,EMEA,Medium
ST00029272-39c201,afternoon,0,0,0,Finance,Mid-Market,EMEA,Low
ST00029273-ecd86e,afternoon,0,0,0,Finance,Mid-Market,North America,Medium
ST00029274-ff7bd5,afternoon,1,0,0,Healthcare,Mid-Market,LATAM,Low
ST00029275-3f72a5,afternoon,0,0,0,Technology,SMB,North America,Medium
ST00029276-4e6035,afternoon,0,0,0,Finance,SMB,EMEA,Low
ST00029277-f9ad7d,afternoon,0,0,0,Healthcare,SMB,North America,Medium
ST00029278-ab89ed,afternoon,0,0,0,Retail,SMB,EMEA,Medium
ST00029279-2cfdd0,afternoon,0,0,0,Retail,Enterprise,EMEA,Medium
ST00029280-5059af,afternoon,0,1,0,Technology,Mid-Market,North America,Low
ST00029281-278d09,afternoon,1,0,0,Manufacturing,SMB,LATAM,Medium
ST00029282-58c7e7,afternoon,0,0,0,Finance,Mid-Market,APAC,High
ST00029283-cf98a0,afternoon,0,0,0,Technology,SMB,North America,Low
ST00029284-fd589a,afternoon,0,0,0,Retail,Mid-Market,North America,Medium
ST00029285-2ef9fe,afternoon,0,0,0,Manufacturing,SMB,APAC,Medium
ST00029286-977123,afternoon,0,0,0,Finance,SMB,North America,High
ST00029287-35f64f,afternoon,0,0,0,Retail,SMB,EMEA,Low
ST00029288-ce1898,afternoon,0,0,0,Retail,Mid-Market,North America,Medium
ST00029289-24c1d9,afternoon,0,0,0,Finance,Enterprise,EMEA,Medium
ST00029290-642bbd,afternoon,1,0,0,Healthcare,Enterprise,LATAM,Medium
ST00029291-77ca76,afternoon,0,0,0,Healthcare,Enterprise,EMEA,Medium
ST00029292-d39845,afternoon,0,0,1,Finance,SMB,North America,Medium
ST00029293-59c1bf,afternoon,1,0,0,Healthcare,Enterprise,North America,Medium
ST00029294-910635,afternoon,1,0,0,Healthcare,Mid-Market,EMEA,Medium
ST00029295-89ed8c,afternoon,1,0,0,Finance,SMB,EMEA,High
ST00029296-b5b6b3,afternoon,0,0,0,Technology,SMB,EMEA,High
ST00029297-e60acc,afternoon,0,0,0,Technology,Mid-Market,North America,Medium
ST00029298-4c9b88,afternoon,0,0,0,Technology,Mid-Market,North America,High
ST00029299-c1756c,afternoon,0,0,0,Healthcare,Enterprise,North America,Low
ST00029300-8019c2,afternoon,0,0,0,Healthcare,SMB,EMEA,High
ST00029301-7c5e7b,afternoon,0,0,0,Retail,Enterprise,EMEA,Low
ST00029302-d42d25,afternoon,0,0,0,Technology,Mid-Market,LATAM,Low
ST00029303-85e612,afternoon,0,0,0,Finance,Mid-Market,EMEA,High
ST00029304-5ae2c5,afternoon,1,0,0,Healthcare,Mid-Market,EMEA,Medium
ST00029305-59354e,afternoon,0,0,0,Healthcare,SMB,North America,Medium
ST00029306-5af975,afternoon,0,0,0,Technology,Mid-Market,LATAM,Low
ST00029307-20b5bf,afternoon,0,0,0,Healthcare,SMB,LATAM,Low
ST00029308-4ed77c,afternoon,0,0,0,Healthcare,SMB,North America,Low
ST00029309-3f5d6f,afternoon,0,0,0,Technology,SMB,APAC,High
ST00029310-965c3c,afternoon,0,0,0,Healthcare,SMB,EMEA,Medium
ST00029311-fa6291,afternoon,0,0,0,Healthcare,Mid-Market,North America,Medium
ST00029312-5b4ba7,afternoon,0,0,0,Technology,SMB,North America,Low
ST00029313-495f65,afternoon,1,0,0,Finance,Enterprise,LATAM,Medium
ST00029314-b1e74c,afternoon,1,0,0,Technology,SMB,North America,High
ST00029315-500d1d,afternoon,1,0,0,Finance,Mid-Market,North America,High
ST00029316-231c48,afternoon,1,0,0,Retail,SMB,LATAM,Medium
ST00029317-2bd9da,afternoon,0,0,0,Healthcare,Mid-Market,EMEA,Low
ST00029318-92e106,afternoon,0,0,0,Technology,Enterprise,North America,Low
ST00029319-26df9d,afternoon,0,0,0,Finance,Mid-Market,LATAM,Medium
ST00029320-3f1bec,afternoon,0,0,0,Manufacturing,SMB,EMEA,Medium
ST00029321-23ae97,afternoon,0,0,0,Technology,Mid-Market,North America,Medium
ST00029322-2a33ae,afternoon,0,0,0,Finance,Enterprise,North America,Medium
ST00029323-fe821e,afternoon,1,0,0,Healthcare,Enterprise,EMEA,High
ST00029324-a43263,afternoon,0,0,0,Technology,Mid-Market,North America,Medium
ST00029325-fc34d9,afternoon,0,0,0,Technology,SMB,North America,Medium
ST00029326-c3d3ef,afternoon,0,1,0,Healthcare,Enterprise,North America,High
ST00029327-301caf,afternoon,0,0,0,Retail,SMB,North America,Low
ST00029328-c82d18,afternoon,0,0,0,Technology,Enterprise,EMEA,High
ST00029329-af8ac1,afternoon,0,0,0,Healthcare,Enterprise,North America,Low
ST00029330-7c9310,afternoon,0,0,0,Technology,Enterprise,North America,Medium
ST00029331-ee4342,afternoon,0,0,0,Manufacturing,Mid-Market,EMEA,Medium
ST00029332-148906,afternoon,0,0,0,Retail,Mid-Market,LATAM,Low
ST00029333-caa100,afternoon,0,0,0,Finance,SMB,North America,Medium
ST00029334-65d6aa,afternoon,0,0,0,Healthcare,SMB,North America,Low
ST00029335-4d98c9,afternoon,0,0,0,Technology,SMB,North America,Medium
ST00029336-faf0d7,afternoon,0,0,0,Technology,Mid-Market,North America,High
ST00029337-c5fbaa,afternoon,1,0,0,Retail,Mid-Market,EMEA,Low
ST00029338-7973f9,afternoon,0,1,0,Finance,Mid-Market,EMEA,Medium
ST00029339-f7875c,afternoon,1,0,0,Healthcare,SMB,EMEA,Low
ST00029340-e8d95b,afternoon,1,0,0,Retail,Mid-Market,North America,Medium
ST00029341-d0a126,afternoon,0,0,0,Finance,SMB,EMEA,Low
ST00029342-b023bd,afternoon,1,0,0,Healthcare,SMB,EMEA,Medium
ST00029343-aa3a86,afternoon,0,0,0,Healthcare,Enterprise,North America,High
ST00029344-139816,afternoon,0,0,0,Healthcare,SMB,APAC,High
ST00029345-d74c81,afternoon,0,0,0,Technology,SMB,EMEA,Medium
ST00029346-420d70,afternoon,0,0,0,Finance,Enterprise,North America,Medium
ST00029347-98122d,afternoon,0,0,0,Manufacturing,SMB,North America,High
ST00029348-391a29,afternoon,0,0,0,Healthcare,SMB,LATAM,Low
ST00029349-2c4ef5,afternoon,0,0,0,Retail,SMB,North America,Medium
ST00029350-3da810,afternoon,1,0,0,Technology,SMB,EMEA,Medium
ST00029351-71dd86,afternoon,0,0,0,Technology,Enterprise,North America,Low
ST00029352-55ac8a,afternoon,0,0,0,Finance,SMB,EMEA,Medium
ST00029353-981414,afternoon,1,0,0,Finance,Enterprise,LATAM,Medium
ST00029354-13d1a3,afternoon,0,0,0,Manufacturing,Mid-Market,North America,Medium
ST00029355-4567ae,afternoon,0,0,0,Technology,Mid-Market,EMEA,Medium
ST00029356-2654ef,afternoon,0,0,0,Retail,Enterprise,North America,Low
ST00029357-e57622,afternoon,1,0,0,Healthcare,Enterprise,North America,Medium
ST00029358-8efd6c,afternoon,0,0,0,Technology,Mid-Market,EMEA,Medium
ST00029359-9c176b,afternoon,1,0,0,Healthcare,Enterprise,North America,Medium
ST00029360-7511ce,afternoon,0,0,0,Technology,Mid-Market,LATAM,Low
ST00029361-5f3f9c,afternoon,0,0,0,Retail,Enterprise,EMEA,Medium
ST00029362-6a4545,afternoon,0,0,0,Technology,Mid-Market,LATAM,High
ST00029363-a3027c,afternoon,1,0,0,Manufacturing,SMB,LATAM,Low
ST00029364-4c94ce,afternoon,0,0,0,Technology,SMB,North America,Low
ST00029365-325e3e,afternoon,0,0,0,Technology,SMB,EMEA,Low
ST00029366-981f2a,afternoon,0,0,0,Technology,SMB,North America,High
ST00029367-77393c,afternoon,1,0,0,Technology,SMB,EMEA,Low
ST00029368-da8304,afternoon,0,0,0,Retail,Enterprise,APAC,Medium
ST00029369-a2d3b2,afternoon,0,1,0,Finance,Mid-Market,APAC,Low
ST00029370-4e38a0,afternoon,1,1,0,Healthcare,SMB,North America,Medium
ST00029371-1ada92,afternoon,0,0,0,Healthcare,SMB,North America,Medium
ST00029372-129ceb,afternoon,1,0,0,Technology,SMB,APAC,Medium
ST00029373-db1a92,afternoon,0,0,0,Retail,Enterprise,North America,Medium
ST00029374-f0cc1c,afternoon,1,0,0,Finance,Mid-Market,North America,Medium
ST00029375-3cf5e8,afternoon,0,0,0,Healthcare,SMB,North America,Medium
ST00029376-87190b,afternoon,0,0,0,Technology,Mid-Market,North America,Medium
ST00029377-2ef730,afternoon,0,0,0,Retail,Mid-Market,North America,High
ST00029378-f87a45,afternoon,1,0,0,Technology,SMB,LATAM,Medium
ST00029379-bbd07f,afternoon,1,0,0,Manufacturing,Mid-Market,North America,Low
ST00029380-fca326,afternoon,1,1,0,Retail,Mid-Market,North America,Medium
ST00029381-7307af,afternoon,0,0,0,Retail,SMB,LATAM,Medium
ST00029382-3a76cd,afternoon,0,0,0,Finance,Mid-Market,North America,Medium
ST00029383-4a0b02,afternoon,0,0,0,Technology,SMB,EMEA,Low
ST00029384-183105,afternoon,1,0,0,Technology,SMB,North America,Medium
ST00029385-71c9c5,afternoon,1,1,0,Finance,Enterprise,LATAM,High
ST00029386-c22a4d,afternoon,1,0,0,Technology,Enterprise,EMEA,High
ST00029387-c17427,afternoon,0,0,0,Technology,SMB,North America,Medium
ST00029388-e3b05f,afternoon,1,0,0,Healthcare,Enterprise,North America,Medium
ST00029389-ec22c9,afternoon,0,0,0,Technology,Enterprise,North America,Low
ST00029390-3ee4e2,afternoon,1,0,0,Technology,Enterprise,EMEA,Low
